"id:","Название:","Название (in english):","Активный:","Краткое описание:","Детальное описание:","Краткое описание (in english):","Детальное описание (in english):","МО:","Субъект федерации:","Значимость:","Населённый пункт:","Населённый пункт (in english):","Адрес:","Адрес (in english):","ОКТМО:","ФЦП (федеральная целевая программа):","Действия с объектом:","Дата начала строительства / реконструкции:","Дата завершения строительства / реконструкции:","Общий объём финансирования:","Финансирование из федерального бюджета:","Финансирование из федерального бюджета (из них освоено):","Финансирование из бюджета субъекта федерации:","Финансирование из бюджета субъекта федерации (из них освоено):","Финансирование из бюджета муниципального образования:","Финансирование из бюджета муниципального образования (из них освоено):","Финансирование из внебюджетных источников:","Финансирование из внебюджетных источников (из них освоено):","Ключевой или нет?:","Курирующий орган:","Курирующий орган (in english):","Адрес курирующего органа:","Адрес курирующего органа (in english):","Телефон курирующего органа:","Контактный телефон объекта:","Режим работы Пн.-Пт.:","Режим работы Сб.:","Режим работы Вс.:","Площадь:","E-mail:","URL сайта:","Внесён в реестр?:","Тип спортивного комплекса:","Какие соревнования проводятся?:","Виды спорта:","Яндекс координата объекта X:","Яндекс координата объекта Y:","Маштаб Яндекс-карты:","Яндекс координата центра X:","Яндекс координата центра Y:","Мини координата X:","Мини координата Y:","Генеральный план:","Дополнительные планы:","Фото:","URL фото галереи объекта:","Видео:","Панорамы:","Web-трансляции:","Прочие материалы:"
"3648","Стадион им. М. П. Девятаева","Stadium named after M.P. Devyatayev","Y","Массовые мероприятия &#40 соревнования, уроки физкультуры, концерты&#41 .","Стадион с искусственным покрытием и беговыми дорожками для занятия легкой атлетикой и футболом. При строительстве объекта применялись современные технологии, материалы и оборудование.","Mass events (competitions, classes of physical training, concerts).","Construction and equipment of an artificial turf football field.","Торбеевский  район","Республика Мордовия",,"пос. Торбеево","Torbeevo","Республика Мордовия, пос. Торбеево, ул. Больничная, 1","1 Bolnichnaya str., Torbeevo, Republic of Mordovia","89654151","Развитие ФК и спорта в РФ (2006-2015)","строительство","07.07.2009","01.12.2010",34659750,8450000,,26209750,,0,,0,,,,,,,"(8342)24-23-55",,,,,,,,,"стадион",,"лёгкая атлетика, мини-футбол, футбол",43.2474,54.0713,15,43.248,54.0706,,,0,0,12,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3648",0,0,0,0
"3654","Детский спортивный оздоровительный центр","Children’s sports and recreation center","Y","Увеличение обеспеченности населения Республики Коми спортивными сооружениями, привлечение населения региона к регулярным занятиям фихической культурой и спортом, достижение высоких результатов спортсменами Республики Коми на всероссийских и международных соревнованиях. Единственный современный спортивный комплекс в муниципальном образовании &quot Ижемский&quot . Является центром проведения спортивно-зрелищных мероприятий МО МР &quot Ижемский&quot . Появление данного объекта спорта позволило улучшить условия для занятий игровыми и силовыми видами спорта. Современное спортивное сооружение позволит проводить соревнования районного и регионального уровня. Даты крупных соревнований и значимых событий: Фестиваль по национальным видам спорта &quot Изъваса вермасемъяс&quot  Ижемские состязания – 27-29 марта 2015 года - На спортивном объекте проводились соревнования регионального уровня. ",,"Increase of provision of the Komi Republic population with sports facilities, involvement of residents of the region in physical trainings and sports on a regular basis, achievement of high results by the Komi Republic sportsmen on all-Russian and international competitions. The only modern sports complex in “Izhemsky” municipal community. It is a centre of sports and entertaining activities of “Izhemsky” municipal community. Appearance of this object enabled to improve conditions for going in for playing and combat sports. The modern sports facility will enable to hold competitions of district and regional levels.",,"Ижемский район","Республика Коми",,"с. Ижма","Izhma","Республика Коми, с. Ижма, ул. Чупрова, 142","142 Chuprov str., Izhma, Izhemsky area, Republic of Komi","87604420","Развитие ФК и спорта в РФ (2006-2015)","строительство","14.01.2008","29.12.2010",49500000,17500000,,17500000,,14500000,,0,,,"Начальник отдела пропаганды физической культуры и спорта - Кобыляцкая Варвара ",,,,"8 8212 310877",,"9:00-21:00",,,,"sportagentrk@yandex.ru",,,"многофункциональный спортивный комплекс",,"баскетбол, бокс, волейбол, гиревой спорт, мини-футбол, пауэрлифтинг, тяжёлая атлетика",53.9249,65.01479999999999,16,53.9225,65.014,,,0,0,7,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3654",0,0,0,1
"3662","Ледовый дворец «Звездный»","Ice Sports Palace «Zvyozdny»","Y","Увеличение обеспеченности населения Республики Коми спортивными сооружениями, привлечение населения региона к регулярным занятиям физической культурой и спортом, достижение высоких результатов спортсменами Республики Коми на всеросийских и международных соревнованиях. Крытый каток является единственным спортивным сооружением с искуственным льдом в муниципальном районе &quot Сосногорск&quot . Появление данного объекта спорта позволило улучшить условия для занятий хокеем с шайбой и создать благоприятные условия для занятий фигурным катанием. Современное спортивное сооружение позволит проводить соревнования по фигурному катанию и хоккею с шайбой различного уровня, в том числе зонального. Даты крупных соревнований и значимых событий: - Республиканские соревнования по хоккею на призы клуба &quot Золотая шайба&quot  среди юношей 2002-2003 г.р. в зачет XVI Коми республиканской Спартакиады учащихся образовательных учреждений &quot За здоровую РК в 21 веке&quot  – 21-25 января 2015 - Республиканские соревнования по хоккею на призы клуба &quot Золотая шайба&quot  среди юношей 2000-2001 г.р. в зачет XVI Коми республиканской Спартакиады учащихся образовательных учреждений &quot За здоровую РК в 21 веке&quot  – 29 января-1 февраля 2015. ",,"Increase of provision of the Komi Republic population with sports facilities, involvement of residents of the region in physical trainings and sports on a regular basis, achievement of high results by the Komi Republic sportsmen on all-Russian and international competitions. The covered skating-rink is the only sports construction with artificial ice in the “Sosnogorsk” municipal district. Appearance of this sports object enabled to improve conditions for ice hockey activities and create favourable conditions for figure skating trainings. The modern sports facility will enable to hold figure skating and ice hockey competitions of different levels including zonal.",,"Район Сосногорск","Республика Коми",,"г. Сосногорск","Town Sosnogorsk","Республика Коми, г. Сосногорск, ул. Парковая, 37","37 Parkovaya str., Sosnogorsk, Sosnogorsky area, Republic of Komi","87626122","Развитие ФК и спорта в РФ (2006-2015)","строительство","01.01.2010","21.03.2011",230800000,60000000,,166300000,,4500000,,0,,,"Начальник отдела пропаганды физической культуры и спорта - Кобыляцкая Варвара ",,,,"8 8212 310877",,,,,,"sportagentrk@yandex.ru",,,"арена ледовая",,"фигурное катание, хоккей",53.8642,63.5995,16,53.868,63.5978,,,0,0,11,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3662",0,0,0,2
"3676","Спортивный комплекс с бассейном","Sports center with a swimming pool","Y","Увеличение обеспеченности населения Республики Коми спортивными сооружениями, привлечение населения региона к регулярным занятиям физической культурой и спортом, достижение высоких результатов спортсменами Республики Коми на всероссийских и международных соревнованиях. Данное спортивное сооружение позволит улучшить условия занятий игровыми видами спорта и плаванием. Современное спортивное сооружение позволит проводить соревнования по игровым видам спорта и плаванию различного уровня, в том числе зонального.",,"Increase of provision of the Komi Republic population with sports facilities, involvement of residents of the region in physical trainings and sports on a regular basis, achievement of high results by the Komi Republic sportsmen on all-Russian and international competitions. This sports object will enable to improve conditions for going in for playing sports and swimming. The modern sports facility will enable to hold playing sports and swimming competitions of different levels including zonal.",,"г.о. Воркута","Республика Коми",,"г. Воркута","Сity of Vorkuta","Республика Коми, г. Воркута, ул. Димитрова  ","Dimitrov str., Vorkuta, Republic of Komi","87710000","Развитие ФК и спорта в РФ (2006-2015)","строительство","01.01.2010","18.09.2015",290000000,40000000,,250000000,,0,,0,,,"Начальник отдела пропаганды физической культуры и спорта - Кобыляцкая Варвара ",,,,"8 8212 310877",,,,,,"sportagentrk@yandex.ru",,,"многофункциональный спортивный комплекс",,"баскетбол, волейбол, мини-футбол, плавание",64.0484,67.5063,15,64.05540000000001,67.5027,,,0,0,5,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3676",0,0,0,1
"3684","Плавательный бассейн «Илем»","Sports and Physical Training Center «Ilem»","Y",,,,,"Урмарский район","Республика Чувашия",,"пос. Урмары","urban settlementUramary","Республика Чувашия, пос. Урмары, ул. Молодежная","Molodezhnaya str., Uramary","97653101","Развитие ФК и спорта в РФ (2006-2015)","строительство",,"02.10.2009",40000000,40000000,,0,,0,,0,,,,,,,,,,,,,,,,"бассейн",,"плавание",47.9515,55.6801,16,47.9413,55.6776,,,0,1,13,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3684",0,0,0,0
"3702","ФОК «Присурье»","Sports and Physical Training Center «Prisurye»","Y","МБОУ ДОД «ДЮСШ «ФСК «Присурье»  единственный крупный спортивный объект на территории Ядринского района. Общая площадь комплекса составляет 4787,10 м2. Основная цель – повышение доступности  и приобщение различных слоев общества к регулярным занятиям физической культурой и спортом, популяризация массового и профессионального спорта. В физкультурно-спортивном комплексе к услугам взрослого и детского населения - спортивный зал, тренажерный зал, зал аэробики, борьбы, бассейн&#40 на 4 дорожки по 25 м&#41 . Ежедневно функционируют спортивные секции по разным видам спорта. Спортсмены готовятся к республиканским, российским соревнованиям. В спортивных залах ФСК проходят республиканские, районные, межрайонные соревнования и  турниры.","Использованы современные технологии строительства на основе легких металлоконструкций с использованием сэндвич-панелей поэлементной сборки.","FSC “Prisurye” Children and Youth Sports School Municipal Budgetary General Education Institution of Additional Education for Children is the only large sports object on the territory of Yadrinsky district. The total area of the complex amounts to 4,787.10 m2. The main purpose is increase of accessibility and involvement of different categories of population in physical trainings and sports on a regular basis, popularization of mass and professional sports. There is a sports hall, fitness centre, aerobics hall, wrestling hall, swimming pool (4 lanes of 25 meters in length) in the sports and fitness complex for service of visitors. Different sports sections function daily. Sportsmen train to participate in republic and all-Russian competitions. Republic, district, inter-district competitions and tournaments are held in the sports halls of the Sports and Fitness Complex.","Modern construction technologies based on light metal structures with piecemeal-assembled sandwich panels are used. ","Ядринский район","Республика Чувашия",,"г. Ядрин","Yadrin","Республика Чувашия, г. Ядрин, ул. 30 лет Победы, 2/б","2B 30 let Pobedy str., Yadrin","97653101","Развитие ФК и спорта в РФ (2006-2015)","строительство","01.01.2008","08.09.2009",60000000,60000000,,0,,0,,0,,,,,,,,,,,,,,,,"многофункциональный спортивный комплекс",,"баскетбол, волейбол, вольная борьба, гиревой спорт, дзюдо, настольный теннис, самбо, спортивная аэробика, тяжёлая атлетика, фитнес-аэробика, флорбол, футбол, шахматы, шашки",46.2006,55.9484,16,46.2049,55.9464,,,0,1,7,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3702",0,0,0,0
"3728","ФОК «Кетне»","Sports and Physical Training Center «Ketne»","Y","Активное приобщение населения к занятиям физической культурой и спортом, пропаганда и формирование здорового образа жизни, повышение спортивного мастерства.","Технические и технологические решения, соответствуют требованиям экологических, санитарно-гигиенических, противопожарных и других норм, действующих на территории РФ и обеспечивают безопасную для жизни и здоровья людей эксплуатацию объекта. Технологическое водоснабжение плавательного бассейна работает по рециркуляционной системе. В целях получения высококачественной воды предусматривается физико-химическая очистка с последующим обеззараживанием и УФ-излучением. Дезинфекция воды, подаваемой в ванны, производится препаратами хлора &#40 эмовекс&#41 , а также ультрафиолетовое излучение с дозой не менее 16 мДж/см. Вентиляция принята приточно-вытяжная с естественными и механическим побуждением воздуха. Приток механический с помощью вентиляторов. Вытяжка механическая, с помощью вентиляторов, естественная с помощью шахт. Приточный воздух очищается в фильтрах. В зимний период воздух подогревается водяными калориферами. Для снижения аэродинамического шума предусматриваются мягкие вставки и шумоглушители на воздуховодах. Вентиляторы монтируются на виброизоляторах. В случае пожара происходит автоматическое выключение винтиляции и срабатывает оповещение о пожаре. Электроснабжение физкультурно- спортивного комплекса предусмотрено от КТПТ 2х160 кВ с двумя взаимно-резервируемыми кабелями 0,4 кВ.","Active involvement of population in physical trainings and sports, promotion and formation of a healthy lifestyle, growth of sports mastership.","Technical and process solutions meet the requirements of environmental, health and sanitation, fire and other standards applicable to the territory of the Russian Federation and provide facility operation that is secure for people’s life and health. Process water supply of a swimming pool is performed according to a recirculation system. To produce high quality water, physical and chemical treatment followed by disinfection and UV radiation is provided. Disinfection of water supplied to baths is performed with chlorine-based drugs (Emovex), as well as UV radiation with a dose of at least 16 mJ/cm. Supply and exhaust ventilation with natural and mechanical air drive is provided. Mechanical inflow is performed by the fans. Mechanical extraction is performed by the fans, and natural extraction is performed by the shafts. The inlet air is cleaned in the filters. In winter, air is heated by the water heaters. To reduce aerodynamic noise, flexible connections and sound absorbers are provided on the air ducts. The fans are mounted on vibration isolators. In case of fire, ventilation turns off automatically and a fire alert actuates. Power supply of the sports center is provided from a package terminal transformer substation of 2 x 160 kV with two mutually redundant cables of 0.4 kV.","Комсомольский район","Республика Чувашия",,"с. Комсомольское","Komsomolskoe","Республика Чувашия, с. Комсомольское, ул. 40 лет Победы, 2","2 40 let Pobedy str., Komsomolskoe, Komsomolsky area, Republic of Chuvashia","97621425","Развитие ФК и спорта в РФ (2006-2015)","строительство","01.05.2010","30.06.2011",50000000,50000000,,0,,0,,0,,,,,,,,,,,,,,,,"многофункциональный спортивный комплекс",,"баскетбол, волейбол, вольная борьба, лёгкая атлетика, мини-футбол, плавание, пляжный волейбол, стритбол, футбол, хоккей",47.538,55.2617,15,47.5376,55.2633,,,0,1,16,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3728",0,0,0,0
"3771","Футбольное поле с искусственным покрытием","Football field with artificial surface","Y",,"Использовались типовые решения – современные технологии применялись",,"Use of standard solutions – use of modern technology&lt br&gt ","г.о. город Железногорск","Курская область",,"г. Железногорск","Zheleznogorsk","Курская область, г. Железногорск, мкр. 12, ул. Димитрова, 20/1 ","Dimitrov str., build. № 20/1, microdistrict 12, Zheleznogorsk, Kursk region","38705000","Развитие ФК и спорта в РФ (2006-2015)","строительство","25.12.2009","30.06.2010",14548453,8450000,,3107195,,2991258,,0,,,,,,,"7-67-10",,,,,,"katok15@inbox.ru",,,"футбольное поле ",,"футбол",35.3497,52.3491,16,35.3503,52.3494,,,0,0,10,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3771",0,0,0,0
"3772","Центр спортивной подготовки","Center for Sports Training","Y","Физкультурно-оздоровительный комплекс предназначен для подготовки спортсменов-паралимпийцев, активных занятий физической культурой и спортом населения города Уфы, проведения учебно-тренировочной работы сборных команд РБ и РФ, проведения соревнований по видам спорта республиканского, всероссийского и европейского уровня",,"Fitness center is designed to prepare Paralympic athletes, to do active physical training and sports of the population of the city of Ufa, _ for training work of national teams of Belarus and Russia, carrying out competitions of republican , national and European level","The facade of the buildings will be reveted with modern materials - composite panels. A modern roofing material &quot Logic&quot  was applied (technology by &quot Technonikol&quot  company) in roof coverings of the main building and swimming and diving pools. Glazing of windows and stained doorways was made using energy-efficient glass.&lt br&gt ","г.о. город Уфа","Республика Башкортостан","регионально-значимый","г. Уфа","Ufa","Республика Башкортостан, г. Уфа, ул. Камышлинская","No address","80701000",,"строительство","01.02.2010","30.12.2017",596700000,250000000,,346700000,,0,,0,,,"ММПС РБ",,,,"8(347)218-02-97",,,,,,"mmpsvg@mail.ru",,,"многофункциональный спортивный комплекс",,"борьба на поясах, волейбол, восточное боевое единоборство, гандбол, дзюдо, лёгкая атлетика, лыжные гонки, мини-футбол, плавание, стрельба из лука",55.9117,54.7638,15,55.9092,54.764,,,0,11,7,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3772",0,0,0,11
"3782","Футбольное поле с искусственным покрытием","Football field with artificial surface","Y","Футбольное поле предназначено для проведения  учебно-тренировочных процессов и спортивных мероприятий. Развитие детско-юношеского и массового футбола, увеличение граждан регулярно занимающихся футболом, футбола для инвалидов, лиц с ограниченными возможностями здоровья и других групп населения ","Строительство велось с использованием типовых технологических решений.","The football field is intended for the training process and sporting events. Development of youth and mass football, increase of citizens regularly involved in football, football for the disabled, persons with disabilities and other groups","During the construction standard technological solutions were used.","Кизилюртовский район","Республика Дагестан",,"г. Кизилюрт","Kizilyurt","Республика Дагестан, г. Кизилюрт, ул. Шамиля, 2","2 Shamil str., Kizilyurt","82725000","Развитие ФК и спорта в РФ (2006-2015)","строительство","15.01.2012","27.12.2012",14421000,8421000,,6000000,,0,,0,,,,,,,"(8722) 61-07-14 ",,,,,,"676392@mail.ru",,,"футбольное поле ",,"мини-футбол, футбол",46.9094,43.2008,14,46.9089,43.2003,,,0,0,6,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3782",0,0,0,0
"3783","Универсальный спортивный комплекс","Universal sports complex","Y","Спортивный комплекс предназначен для проведения спортивных и физкультурно-оздоровительных занятий, культурно-зрелищных и общественных мероприятий. В состав комплекса входит универсальный спортивно-зрелищный зал со стационарными трибунами на 5000 з/мест. Два бассейна с прыжковыми вышками, восемь залов для учебно-тренировочных занятий по различным видам спорта, медико-восстановительный центр и гостиничный комплекс","Фасад зданий будет облицован современным материалом – композитные панели. В кровельном покрытии главного корпуса, плавательном и прыжковом бассейнах применен современнейший кровельный материал «Лоджик» &#40 технология фирмы «Технониколь»&#41 . Остекление оконных и витражных проемов выполнено из энергосберегающего стекла.","The sports complex is designed for sports and sports and recreational activities, cultural and entertainment and social events. The complex includes a versatile sports and entertainment gym with fixed stands for 5000 seats. Two swimming pools with the jump towers, eight meeting rooms for training sessions in various sports, health and recreation center and hotel complex","The facade of the buildings will be reveted with modern materials - composite panels. A modern roofing material &quot Logic&quot  was applied (technology by &quot Technonikol&quot  company) in roof coverings of the main building and swimming and diving pools. Glazing of windows and stained doorways was made using energy-efficient glass.&lt br&gt ","г.о. город Махачкала","Республика Дагестан",,"г. Махачкала","Makhachkala","Республика Дагестан, г. Махачкала, пр-т Имама Шамиля",,"82701000",,"строительство","15.01.2002","30.12.2018",426441000,255000000,,116355000,,55086000,,0,,,,,,,"(8722) 61-07-14",,,,,,"676392@mail.ru",,,"многофункциональный спортивный комплекс",,"вольная борьба, дзюдо, игровые виды спорта (разное), плавание, прыжки в воду, спортивная гимнастика, тяжёлая атлетика",47.4989,42.964,16,47.4986,42.9658,0,0,0,3,18,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3783",0,0,0,0
"3790","ФГУП Учебно-тренировочный центр «Новогорск»","Federal State Unitary Enterprise Training center «Novogorsk»","Y","Учебно-тренировочный центр «Новогорск» является крупнейшей базой подготовки сборных команд России к международным соревнованиям и одновременно может принять более 300 спортсменов. Учебно-тренировочный центр предоставляет необходимые условия для успешной подготовки спортсменов по 32 видам спорта, в том числе баскетбол, волейбол, гандбол, художественная гимнастика &#40 индивидуальные и групповые упражнения&#41 , стрельба из лука, пулевая стрельба, фехтование, футбол, хоккей, фигурное катание, санный спорт, фристайл, шорт-трек, керлинг, вольная борьба, прыжки на батуте, мини-футбол, регби и др.  Сроки строительства – 2006 - 2014 годы Стоимость строительства -  7 465,32 млн. рублей  Объект включает в себя: 1.    Реконструкцию спортивно-оздоровительного комплекса № 1 &#40 бассейн, сауна, мед. кабинеты, столовая, атриум, зал художественной гимнастики 42х24м, гостиница на 54 номера, административная часть&#41 . Работы по строительству и реконструкции объекта завершены в 2011 году. Пропускная способность – 48 чел/смена.  2.    Реконструкцию спортивно-оздоровительного комплекса № 2 &#40 административный корпус, гостиничный корпус, универсальный спортивный зал 54х36м &#40 художественная гимнастика&#41 , медико-восстановительный центр, зал игровых видов спорта 60х36м &#40 волейбол, баскетбол, гандбол&#41 , тренажерный зал и тир, ледовая арена 66х36м&#41 . Работы по строительству и реконструкции объекта завершены в 2011 году.  3.    Строительство центра зимних видов спорта. В состав Центра входят две крытые ледовые арены с искусственным намораживанием льда &#40 основная, с трибунами на 500 зрительских мест и тренировочная, с площадкой для керлинга и трибуной на 180 зрительских мест&#41 . Работы по строительству объекта завершены в 2011 году. Пропускная способность - 163 чел/смена.   4.    Реконструкцию спортивно-оздоровительного комплекса № 2 &#40 корпуса «А», «В», «Г», «И», «К»&#41 : •    корпус «А» – административно-бытовой корпус со столовой  •    корпус «В» – универсальный спортивный зал № 2 для проведения тренировочных занятий  •    корпус «Г» – медико-восстановительный центр  •    корпус «И» – универсальный спортивный зал №3 для проведения тренировочных занятий  •    корпус «К» – спортивно-оздоровительный корпус. Работы по строительству и реконструкции объекта завершены в 2012 году. Пропускная способность – 554 чел/смена.   5.    Строительство специализированного зала для художественной гимнастики. Работы по строительству объекта завершены в 2012 году. Пропускная способность – 34 чел/смена.  6.    Строительство зданий и сооружений на территории ФГУП &quot УТЦ&quot  Новогорск&quot :   •    открытая легкоатлетическая арена с трибунами &#40 беговые дорожки  сектора для прыжков в длину, высоту и с шестом  поле для хоккея на траве  тренировочное поле для метаний копья, диска и молота&#41   •    крытый легкоатлетический манеж &#40 беговые дорожки  сектора для прыжков в длину, высоту и с шестом  тренировочное поле для метаний копья, диска и молота  зона силовых тренажеров&#41    •    двухэтажный блок обслуживания с медицинскими кабинетами, раздевалками, инвентарным спортоборудованием, административно-хозяйственными помещениями&#41 . Работы по строительству объекта завершены в 2013 году. Пропускная способность – 175 чел/смена.  7.    Строительство спортивно-оздоровительного комплекса № 3: •    бассейн с чашей 30х25м, термальная зона  •    хореографический зал 12х24  •    консультативно-диагностическое отделение и отделение восстановительного лечения  •    гостиница на 150 человек  •    общежитие гостиничного типа на 100 мест с пищеблоком  Завершение работ – 2014 год. Пропускная способность – 141 чел/смена.  8.    Строительство общежития гостиничного типа на 100 мест с пищеблоком. Завершение работ – 2014 год.  9.    Реконструкцию котельной. Завершение работ - 2014 год.",,"Training center &quot Novogorsk&quot  is the largest training base for Russia's national teams for international competitions and at the same time may take more than 300 athletes. The training center provides the necessary conditions for the successful preparation of athletes in 32 sports, including basketball, volleyball, handball, gymnastics (individual and group exercises), archery, shooting, fencing, football, hockey, figure skating, luge, freestyle skiing, short track, curling, wrestling, jumping on a trampoline, mini football, rugby and others. Construction time - 2006 - 2014  The cost of construction - 7 465 320 000 rubles The facility includes: 1. Reconstruction of a sports complex number 1 (pool, sauna, medical rooms, dining room, atrium, rhythmic gymnastics gym 42x24m, hotel with 54 rooms, administrative part). The construction and reconstruction of the facility were completed in 2011. Capacity - 48 people a shift. 2. Reconstruction of a sports complex number 2 (administrative building, hotel building, universal gym 54x36m (gymnastics), medical rehabilitation center, gym for team sports 60x36m (volleyball, basketball, handball), a gym and a shooting range, ice arena 66x36m). The construction and reconstruction of the facility were completed in 2011. 3. Construction of the center of winter sports. The Center includes two indoor ice arena with artificial freezing of the ice (the main, with stands for 500 seats and training, with a platform for curling and a platform for 180 seats). Works on construction of the facility were completed in 2011. Capacity - 163 persons a shift. 4. Reconstruction of a sports complex number 2 (building &quot A&quot , &quot B&quot , &quot G&quot , &quot I&quot , &quot K&quot ): • Building &quot A&quot  - administrative building with a dining room  • Building &quot B&quot  - a universal gym for №2 of training sessions  • Building &quot G&quot  - health and recreation center  • Housing &quot I&quot  - a universal gym №3 for training sessions  • Building &quot K&quot  - sports and fitness building. The construction and reconstruction of the facility completed in 2012. Capacity - 554 people / shift. 5. Construction of a specialized room for gymnastics. Work on the construction of the facility completed in 2012. Capacity - 34 people / shift. 6. Construction of buildings and structures in the Federal State Unitary Enterprise &quot UTC&quot  Navagorsk &quot : • outdoor track and field arena with stands (treadmills, sector for long jump, high and pole vault, field for hockey, field for javelin, hammer and disc)  • indoor athletics arena (treadmills, sector for long jump, pole  and heigh jump  the training field for the javelin, hammer and disc  zone of powerlifting training equipment)  • two-storey block of service with medical offices, locker rooms, inventory sports equipment, administrative and utility rooms). Work on the construction of the facility was completed in 2013. Capacity - 175 people / shift. 7. Construction of a sports complex № 3: • Swimming pool with a basin of 30x25m, thermal zone  • dance hall 12x24  • consultative and diagnostic department and the department of rehabilitation treatment  • hotel for 150 people  • living facility with 100 seats with nutrition units  Completion of the work - in 2014. Capacity - 141 people / shift. 8. Construction of a living facility with 100 seats with nutrition unit. Completion of work - in 2014. 9. Reconstruction of the boiler. Completion of work -  2014. ",,"г.о. Химки","Московская область","федерально-значимый","г. Химки","Navagorsk district, Khimki district, Moscow region","Московская область, г. Химки, мкр. Новогорск, ул. Соколовская, 7","Novogorsk microdistrict, Khimki, Moscow region, 141435","46783000","Развитие ФК и спорта в РФ (2006-2015)","строительство",,,7305398700,7305398700,,0,,0,,0,,,,,,,,"(495) 571-62-47",,,,,,"http://www.novogorsksport.ru/",,"многофункциональный спортивный комплекс",,"баскетбол, волейбол, гандбол, дзюдо, кёрлинг, конькобежный спорт, лёгкая атлетика, мини-футбол, прыжки на батуте, пулевая стрельба, регби, стрельба из лука, фехтование, фигурное катание, фристайл, футбол, хоккей, хоккей на траве, художественная гимнастика",37.3503,55.8922,16,37.3477,55.8926,,,1,0,92,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3790",2,21,0,0
"3822","ФГБУ Тренировочный центр сборных команд России «Озеро Круглое»","Federal State Unitary Enterprise  Training Center of Russian national teams «Round Lake»","Y","Профильные виды спорта:  спортивная гимнастика, плавание, фехтование, бадминтон, настольный теннис, водное поло, прыжки в воду, синхронное плавание, триатлон.  Сроки строительства – 2006-2011 годы Стоимость строительства - 4 665,15 млн. рублей  Объект включает в себя: •    Реконструкцию плавательного бассейна с залами для фехтования. Работы по строительству и реконструкции объекта завершены в 2007 году. Пропускная способность – 232 чел/смена. •    Реконструкцию комплекса спортивных залов с АБК для сборных команд женской гимнастики. Работы по строительству и реконструкции объекта завершены в 2007 году. Пропускная способность – 119 чел/смена. •    Реконструкцию спортивного комплекса сооружений ФГБУ &quot РОЦ &quot Озеро Круглое&quot :  - Спортивный корпус &#40 два бассейна для тренировочных занятий по синхронному плаванию, водному поло, спортивному плаванию,  прыжкам в воду  универсальный спортивный зал и зал сухого плавания, тренажерный и зал хореографии, для тренировочных занятий по фехтованию и атлетической подготовке&#41   - Общежитие для обслуживающего персонала на 109 мест  - Административно-гостиничный корпус повышенной комфортности  - Гостиница на 154 номера со столовой и конференц-залом  - Котельная для теплоснабжения объектов ФГБУ «ТЦСКР «Озеро Круглое»  - Объекты вспомогательного назначения &#40 контрольно-пропускной пункт, станция биологической очистки сточных вод, водозаборный узел для водоснабжения объектов спортивного комплекса, трансформаторная подстанция&#41 . Работы по строительству и реконструкции объекта завершены в 2011 году. Пропускная способность – 301 чел/смена.",,"Profile sports: gymnastics, swimming, fencing, badminton, table tennis, water polo, diving, synchronized swimming, triathlon. Construction periods - 2006-2011 The cost of construction - 4 665 150 000 RUB The facility includes: • Reconstruction of the swimming pool with rooms for fencing. The construction and reconstruction of the facility was completed in 2007.. Capacity - 232 people / shift. • renovation of the gyms with ABC for the national teams of women's gymnastics. The construction and reconstruction of the facility was completed in 2007.. Capacity - 119 people / shift. • Reconstruction of a sports complex structures Federal State Unitary Enterprise &quot  Round Lake &quot : - Sports building (two swimming pools for training sessions in synchronized swimming, water polo, competitive swimming, diving, multi-purpose sports hall and dry swimming, fitness room and choreography for training sessions  in fencing and athletics)  - Hostel for staff on 109 seats  - Administrative hotel building of higher comfort  - Hotel with 154 rooms with dining room and a conference room  - Boiler for heating objects Federal State Unitary Enterprise &quot  Round Lake &quot   - Auxiliary facilities (checkpoint station, biological wastewater treatment, water intake unit for water sports complex objects, transformer substation). The construction and reconstruction of the facility was completed in 2011. Capacity - 301 people / shift. ",,"Дмитровский район","Московская область","федерально-значимый","дер. Агафониха","village Agafoniha, Dmitrov district, Moscow region","Московская область, дер. Агафониха","Agafonikha, Dmitrovsky area, Moscow region, 141895","46608000","Развитие ФК и спорта в РФ (2006-2015)","строительство",,,4665147200,4665147200,,0,,0,,0,,,,,,,,"8 (495) 730-25-85",,,,,"ozero-krugloe@mail.ru",,"Да","многофункциональный спортивный комплекс",,"бадминтон, водное поло, настольный теннис, плавание, прыжки в воду, синхронное плавание, современное пятиборье, спортивная гимнастика, триатлон, фехтование",37.3728,56.0523,15,37.374,56.0501,,,1,0,59,"http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=3822",2,25,0,0
